Name,Company,Level,MarketTime,Engine,Gearbox,LWH,BodyStructure,MaximunSpeed,FuelConsumption,EngineCapacity,EngineForm,GearboxType,ParkingBrakeType,PSAirbag,BASideAirbag,BAHeadAirbag,TirePressure,SeatBeltWarning,ChildSeat,ABS,EBD,EBA,ASR,ESC,MergeSupport,DeviationWarning,SecuritySystem,NightVersion,ParkingRadar,ParkingVideo,PanoramicCamera,Cruise,AdaptiveCruise,AutomaticParking,EngineAutomatic,UphillSupport,AutomaticSkylight,PanoramicSkylight,Rims,AutomaticDoor,AutomaticTrunk,InduceTrunk,RoofRacks,EngineAntiTheft,ParkingLock,RemoteKey,KeylessStart,KeylessEntry,SteeringWheel,SeatMaterial,SeatAdjust,PSSeatAdjust,AfterSeatAdjust,SeatMemory,SeatFallDown,CentralArmrest,CupHolder,GPS,Positioning,Screen,ScreenSize,Interface,CDDVD,Speaker,LowLights,HighLights,LED,AdaptiveLights,HeadLights,SupportLights,FogLights,AtmosphereLights,AutomaticWindow,WindowLift,WindowAntiClipHand,InsulatedGlass,AutomaticRearviewAdjust,AutomaticRearviewFold,MakeupMirror,Wipers,InduceWipers,AirConditioning,WindOutlet
"宝来 2017款 230TSI DSG舒适型",一汽-大众,紧凑型车,2017.03,"1.4T 131马力 L4",7挡双离合,4562*1793*1468,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"宝来 2017款 230TSI DSG豪华型",一汽-大众,紧凑型车,2017.03,"1.4T 131马力 L4",7挡双离合,4562*1793*1468,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,○,-,○,●,●,-,"前● / 后●",全车,●,●,●,●,●,-,●,自动●,-
"宝来 2017款 230TSI DSG运动版",一汽-大众,紧凑型车,2017.03,"1.4T 131马力 L4",7挡双离合,4562*1793*1468,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"宝来 2017款 230TSI 自动两百万辆纪念版",一汽-大众,紧凑型车,2017.03,"1.4T 131马力 L4",7挡双离合,4562*1793*1468,4门5座三厢车,-,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,6.5英寸,USB+AUX+SD,-,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"帝豪 2017款 三厢百万款 1.3T CVT向上版",吉利汽车,紧凑型车,2016.10,"1.3T 133马力 L4",CVT无级变速,4631*1789*1470,4门5座三厢车,182,5.9,1.3,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,●,●,●,●,-,-,自动●,-
"帝豪 2017款 三厢百万款 1.3T CVT尊贵型",吉利汽车,紧凑型车,2016.10,"1.3T 133马力 L4",CVT无级变速,4631*1789*1470,4门5座三厢车,182,5.9,1.3,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮+真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,●,●,●,●,-,-,自动●,-
"帝豪 2017款 三厢百万款 1.5L CVT向上互联版",吉利汽车,紧凑型车,2017.06,"1.5L 109马力 L4",CVT无级变速,4631*1789*1470,4门5座三厢车,170,5.9,1.5,自然吸气,无级变速箱(CVT),电子驻车,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,●,●,●,●,-,-,自动●,-
"帝豪 2017款 三厢百万款 1.5L CVT向上版",吉利汽车,紧凑型车,2016.10,"1.5L 109马力 L4",CVT无级变速,4631*1789*1470,4门5座三厢车,170,5.9,1.5,自然吸气,无级变速箱(CVT),电子驻车,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,●,●,●,●,-,-,自动●,-
"帝豪 2017款 三厢百万款 1.5L CVT豪华型",吉利汽车,紧凑型车,2016.10,"1.5L 109马力 L4",CVT无级变速,4631*1789*1470,4门5座三厢车,170,5.9,1.5,自然吸气,无级变速箱(CVT),电子驻车,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB,-,2-3喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,●,●,-,●,-,-,自动●,-
"帝豪GL 2017款 1.3T 自动尊贵型",吉利汽车,紧凑型车,2016.09,"1.3T 129马力 L4",6挡双离合,4725*1802*1478,4门5座三厢车,185,5.9,1.3,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,●,-,"前- / 后●",●,-,-,●,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",全车,●,-,●,●,●,-,-,自动●,-
"帝豪GL 2017款 1.3T 自动旗舰型",吉利汽车,紧凑型车,2016.09,"1.3T 129马力 L4",6挡双离合,4725*1802*1478,4门5座三厢车,185,5.9,1.3,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,●,-,"前- / 后●",●,-,-,●,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",全车,●,-,●,●,●,-,-,自动●,-
"帝豪GL 2017款 1.3T 自动精英型",吉利汽车,紧凑型车,2016.09,"1.3T 129马力 L4",6挡双离合,4725*1802*1478,4门5座三厢车,185,5.9,1.3,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,-
"帝豪GL 2017款 1.8L 自动精英型",吉利汽车,紧凑型车,2016.09,"1.8L 133马力 L4",6挡双离合,4725*1802*1478,4门5座三厢车,185,6.9,1.8,自然吸气,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,自动●,-
"思域 2016款 180TURBO 自动舒适版",东风本田,紧凑型车,2016.11,"1.0T 125马力 L3",CVT无级变速,4649*1800*1416,4门5座三厢车,200,5,1.0,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB,-,2-3喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",前排,●,-,●,-,●,-,-,手动●,-
"思域 2016款 220TURBO 自动尊耀版",东风本田,紧凑型车,2016.04,"1.5T 177马力 L4",CVT无级变速,4649*1800*1416,4门5座三厢车,200,5.7,1.5,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,●,●,-,"前- / 后●",●,-,-,●,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,7英寸,USB+HDMI,-,6-7喇叭,LED,LED,●,-,●,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,自动●,●
"思域 2016款 220TURBO 自动尊贵版",东风本田,紧凑型车,2016.04,"1.5T 177马力 L4",CVT无级变速,4649*1800*1416,4门5座三厢车,200,5.7,1.5,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,7英寸,USB+HDMI,-,6-7喇叭,LED,LED,●,-,●,-,●,-,"前● / 后●",前排,●,●,●,-,●,-,-,自动●,-
"思域 2016款 220TURBO 自动豪华版",东风本田,紧凑型车,2016.04,"1.5T 177马力 L4",CVT无级变速,4649*1800*1416,4门5座三厢车,200,5.4,1.5,涡轮增压,无级变速箱(CVT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,-,织物,●,-,-,-,比例放倒,"前● / 后●",●,-,○,●,7英寸,USB+HDMI,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",前排,●,●,●,-,●,-,-,自动●,-
"思铂睿 2017款 2.0L 经典版",东风本田,中型车,2017.01,"2.0L 155马力 L4",CVT无级变速,4840*1850*1465,4门5座三厢车,210,6.8,2.0,自然吸气,无级变速箱(CVT),脚刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,7英寸,USB+HDMI,单碟CD,6-7喇叭,LED,卤素,-,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,●
"悦动 2017款 1.6L 自动悦值版GLS",北京现代,紧凑型车,2017.03,"1.6L 123马力 L4",6挡自动,4510*1765*1470,4门5座三厢车,-,6,1.6,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前○ / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,○,-,●,○,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"悦动 2017款 1.6L 自动悦心版DLX",北京现代,紧凑型车,2017.03,"1.6L 123马力 L4",6挡自动,4510*1765*1470,4门5座三厢车,-,6,1.6,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,-,●,-,-,●,-,●,●,●,●,●,●,仿皮,●,-,-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,-,-,"手动● / 自动○",●
"悦纳 2016款 1.4L 自动炫酷版GLS",北京现代,小型车,2016.10,"1.4L 100马力 L4",6挡手自一体,4380*1728*1460,4门5座三厢车,181,5.9,1.4,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,-,●,●,●,●,○,○,○,-,-,-,-,"前- / 后●",-,-,-,-,-,○,○,-,-,●,-,-,○,-,●,●,●,○,○,-,织物,-,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,-,2-3喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,-,-,-,手动●,-
"悦纳 2016款 1.4L 自动精英版TOP",北京现代,小型车,2016.10,"1.4L 100马力 L4",6挡手自一体,4380*1728*1460,4门5座三厢车,181,5.9,1.4,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,○,○,○,-,-,-,-,"前- / 后●",○,-,-,-,-,-,○,●,-,●,-,-,●,-,●,●,●,●,●,-,织物,-,-,-,-,-,"前● / 后-",-,-,-,○,(选装7英寸),USB+AUX,-,4-5喇叭,卤素,卤素,-,-,○,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,-,-,-,手动●,-
"悦纳 2016款 1.6L 自动精英版TOP",北京现代,小型车,2016.10,"1.6L 123马力 L4",6挡手自一体,4380*1728*1460,4门5座三厢车,190,6.1,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,-,●,●,-,●,-,-,●,-,●,●,●,●,●,●,仿皮,●,-,-,-,-,"前● / 后-",-,-,-,○,(选装7英寸),USB+AUX,-,6-7喇叭,卤素,卤素,○,-,○,○,●,-,"前● / 后●",主驾驶位,●,-,●,●,-,-,-,自动●,-
"捷达 2017款 1.4TSI 自动运动版",一汽-大众,紧凑型车,2016.12,"1.4T 131马力 L4",7挡双离合,4501*1704*1469,4门5座三厢车,200,5.7,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,皮/织物混搭,●,-,-,-,-,"前● / 后●",-,-,-,○,(选装6.5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,●,●,●,-,"前● / 后●",-,-,-,●,-,●,-,●,自动●,-
"捷达 2017款 1.5L 自动舒适型",一汽-大众,紧凑型车,2016.12,"1.5L 110马力 L4",6挡自动,4501*1704*1469,4门5座三厢车,185,5.7,1.5,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前○ / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,○,皮/织物混搭(选装真,●,-,-,-,-,"前● / 后○",-,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"捷达 2017款 1.5L 自动豪华型",一汽-大众,紧凑型车,2016.12,"1.5L 110马力 L4",6挡自动,4501*1704*1469,4门5座三厢车,185,5.7,1.5,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,-,"前● / 后●",-,-,-,○,(选装6.5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,●,●,●,-,"前● / 后●",-,-,-,●,-,●,-,●,自动●,-
"昕锐 2016款 1.6L 自动创行版",上汽斯柯达,紧凑型车,2015.09,"1.6L 110马力 L4",6挡自动,4501*1706*1469,4门5座三厢车,185,6.2,1.6,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前○ / 后-",-,○,●,●,●,●,○,○,○,-,-,-,-,"前- / 后●",-,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,○,皮/织物混搭,●,-,-,-,-,"前○ / 后-",-,-,-,-,-,USB+AUX+SD,单碟CD,4-5喇叭,卤素,卤素,-,-,-,●,●,-,"前● / 后●",,-,●,●,●,●,-,-,"手动● / 自动○",-
"昕锐 2016款 1.6L 自动尊行版",上汽斯柯达,紧凑型车,2015.09,"1.6L 110马力 L4",6挡自动,4501*1706*1469,4门5座三厢车,185,6.2,1.6,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前● / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,-,"前● / 后●",-,-,-,-,-,USB+AUX+SD,单碟CD,4-5喇叭,卤素,卤素,-,-,-,●,●,-,"前● / 后●",,-,●,●,●,●,-,-,自动●,-
"朗动 2016款 1.6L 自动尊贵型",北京现代,紧凑型车,2016.05,"1.6L 128马力 L4",6挡手自一体,4570*1775*1445,4门5座三厢车,-,6.2,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,○,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,-,●,-,●,-,-,-,-,●,●,●,●,●,-,织物(选装真皮),●,"主○ / 副-",-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,-,-,"手动● / 自动○",-
"朗动 2016款 1.6L 自动智能型",北京现代,紧凑型车,2016.05,"1.6L 128马力 L4",6挡手自一体,4570*1775*1445,4门5座三厢车,-,6.2,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,-,●,●,●,●,○,○,○,-,-,-,-,"前- / 后●",-,-,-,-,-,○,-,○,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"朗逸 2013款 改款经典 1.6L 自动舒适版",上汽大众,紧凑型车,2015.08,"1.6L 110马力 L4",6挡手自一体,4605*1765*1460,4门5座三厢车,-,6.9,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,-,真皮,●,-,-,-,比例放倒,"前● / 后●",●,○,-,○,(选装6.5英寸),USB+AUX+SD,单碟CD,8-9喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"朗逸 2017款 1.6L 自动舒适版",上汽大众,紧凑型车,2017.02,"1.6L 110马力 L4",6挡手自一体,4605*1765*1460,4门5座三厢车,183,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,●,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"朗逸 2017款 1.6L 自动风尚版",上汽大众,紧凑型车,2017.02,"1.6L 110马力 L4",6挡手自一体,4605*1765*1460,4门5座三厢车,183,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,整体放倒,"前● / 后-",-,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"朗逸 2017款 180TSI DSG舒适版",上汽大众,紧凑型车,2017.02,"1.2T 110马力 L4",7挡双离合,4605*1765*1460,4门5座三厢车,196,-,1.2,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,●,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,自动●,-
"朗逸 2017款 230TSI DSG舒适版",上汽大众,紧凑型车,2017.02,"1.4T 131马力 L4",7挡双离合,4605*1765*1460,4门5座三厢车,200,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,●,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,自动●,-
"朗逸 2017款 230TSI DSG豪华版",上汽大众,紧凑型车,2017.02,"1.4T 131马力 L4",7挡双离合,4605*1765*1460,4门5座三厢车,200,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,-,●,6.5英寸,USB+AUX+SD,-,6-7喇叭,卤素(选装氙气),卤素(选装氙气),○,-,●,●,●,●,"前● / 后●",全车,●,●,●,●,●,-,●,自动●,-
"朗逸 2017款 280TSI DSG运动版",上汽大众,紧凑型车,2017.02,"1.4T 150马力 L4",7挡双离合,4605*1765*1460,4门5座三厢车,210,-,1.4,涡轮增压,双离合变速箱(DCT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,氙气,氙气,●,-,-,●,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"标致301 2017款 1.6L 自动豪华版",东风标致,紧凑型车,2017.03,"1.6L 117马力 L4",6挡手自一体,4442*1748*1476,4门5座三厢车,188,6.5,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,○,○,-,-,-,-,"前- / 后●",-,-,-,-,-,-,-,●,-,●,-,-,-,-,●,●,●,○,○,-,仿皮,●,-,-,-,比例放倒,"前- / 后●",●,-,-,-,-,USB,-,4-5喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"标致308 2016款 1.6L 自动时尚版",东风标致,紧凑型车,2016.09,"1.6L 117马力 L4",6挡手自一体,4590*1820*1488,4门5座三厢车,193,5.9,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"标致308 2016款 1.6L 自动豪华版",东风标致,紧凑型车,2016.09,"1.6L 117马力 L4",6挡手自一体,4590*1820*1488,4门5座三厢车,193,5.9,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,9.7英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"标致308 2016款 230THP 自动豪华版",东风标致,紧凑型车,2016.09,"1.2T 136马力 L3",6挡手自一体,4590*1820*1488,4门5座三厢车,205,5.2,1.2,涡轮增压,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,○,○,●,9.7英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",全车,●,-,●,-,●,-,-,手动●,-
"标致308 2016款 350THP 自动尊贵版",东风标致,紧凑型车,2016.09,"1.6T 167马力 L4",6挡手自一体,4590*1820*1488,4门5座三厢车,215,6.1,1.6,涡轮增压,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,-,-,-,"前● / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,皮/织物混搭,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,○,○,●,9.7英寸,USB,-,6-7喇叭,LED,LED,●,-,●,-,●,-,"前● / 后●",全车,●,-,●,●,●,-,●,自动●,●
